target_smiles	sampled_smiles_1	sampled_smiles_2	sampled_smiles_3	sampled_smiles_4	sampled_smiles_5	sampled_smiles_6	sampled_smiles_7	sampled_smiles_8	sampled_smiles_9	sampled_smiles_10	loglikelihood_1	loglikelihood_2	loglikelihood_3	loglikelihood_4	loglikelihood_5	loglikelihood_6	loglikelihood_7	loglikelihood_8	loglikelihood_9	loglikelihood_10
CCOC(C)O[C@@H]1OC=C(C(=O)OC)[C@H]2CC=C(COC)[C@@H]12	CCOC(C)O[C@@H]1OC=C(C(=O)OC)[C@H]2CC=C(CO[Si](C)(C)C(C)(C)C)[C@@H]12	C1(C(OC)=O)=CO[C@@H](OC(OCC)C)[C@@H]2C(CI)=CC[C@H]12	C1(C(=O)OC)=CO[C@@H](OC(OCC)C)[C@@H]2C(CI)=CC[C@H]12	C1(C(=O)OC)=CO[C@@H](OC(C)OCC)[C@@H]2C(CI)=CC[C@H]12	COC(=O)C1=CO[C@@H](OC(OCC)C)[C@@H]2C(CI)=CC[C@H]12	CCOC(C)O[C@@H]1OC=C(C(=O)OC)[C@H]2CC=C(CO[Si](C(C)(C)C)(C)C)[C@@H]12	CCOC(C)O[C@@H]1OC=C(C(=O)OC)[C@H]2CC=C(CO[Si](C)(C)C(C)(C)C)[C@H]21	COC(=O)C1=CO[C@@H](OC(OCC)C)[C@@H]2C(CI)=CC[C@@H]21	C1(C(=O)OC)=CO[C@@H](OC(OCC)C)[C@H]2[C@@H]1CC=C2CO[Si](C)(C(C)(C)C)C	C1(C(OC)=O)=CO[C@@H](OC(OCC)C)[C@H]2[C@@H]1CC=C2CO[Si](C)(C(C)(C)C)C	-0.72957087	-5.8236833	-5.9235177	-6.1074986	-6.145675	-6.2134786	-6.4065256	-6.513717	-7.401135	-7.458177
CC(C)N(C(=O)CN1C(=O)C(C(N)=O)(c2cccc(C(=O)O)c2)C(=O)N(c2ccccc2)c2ccccc21)c1ccccc1	CC(C)N(C(=O)CBr)c1ccccc1.CCOC(=O)c1cccc(C2(C(N)=O)C(=O)Nc3ccccc3N(c3ccccc3)C2=O)c1	CC(C)N(C(=O)CN1C(=O)C(C(N)=O)(c2cccc(C(=O)O)c2)C(=O)N(c2ccccc2)c2ccccc21)c1ccccc1.CCI	CC(C)Nc1ccccc1.CCOC(=O)c1cccc(C2(C(N)=O)C(=O)N(CC(=O)N(c3ccccc3)C(C)C)c3ccccc3N(c3ccccc3)C2=O)c1	CC(C)Nc1ccccc1.CCOC(=O)c1cccc(C2(C(N)=O)C(=O)N(CC(=O)O)c3ccccc3N(c3ccccc3)C2=O)c1	CC(C)N(C(=O)CN1C(=O)C(C(N)=O)(c2cccc(C(=O)O)c2)C(=O)N(c2ccccc2)c2ccccc21)c1ccccc1.CCOC(=O)C(C)C	CC(C)Nc1ccccc1.CCOC(=O)c1cccc(C2(C(N)=O)C(=O)N(CC(=O)Br)c3ccccc3N(c3ccccc3)C2=O)c1	CC(C)N(C(=O)CN1C(=O)C(C(N)=O)(c2cccc(C(=O)O)c2)C(=O)N(c2ccccc2)c2ccccc21)c1ccccc1.CCOC(=O)c1cccc(B(O)O)c1	CC(C)N(C(=O)CN1C(=O)C(C(N)=O)(c2cccc(C(=O)O)c2)C(=O)N(c2ccccc2)c2ccccc21)c1ccccc1.CC(C)I	CC(C)N(C(=O)CN1C(=O)C(C(N)=O)(c2cccc(C(=O)O)c2)C(=O)N(c2ccccc2)c2ccccc21)c1ccccc1.CCOC(=O)C(C)I	CC(C)N(C(=O)CN1C(=O)C(C(N)=O)(c2cccc(C(=O)O)c2)C(=O)N(c2ccccc2)c2ccccc21)c1ccccc1.CCOC(=O)C(C)Br	-1.6422291	-1.702564	-1.9167356	-5.520758	-6.551233	-6.572853	-7.3061013	-7.398852	-7.501356	-7.6683264
Cc1cnc(CN(CCCCNC(=O)c2cccc3[nH]cnc23)Cc2nccc3ccccc23)c(C)c1	Cc1cnc(CN(CCCCN2C(=O)c3ccccc3C2=O)Cc2nccc3ccccc23)c(C)c1O=C(Cl)c1cccc2[nH]cnc12	Cc1cnc(CN(Cc2nccc3ccccc23)CCCCN2C(=O)c3ccccc3C2=O)c(C)c1O=C(Cl)c1cccc2[nH]cnc12	Cc1cnc(CN(CCCCNC(=O)OC(C)(C)C)Cc2nccc3ccccc23)c(C)c1O=C(Cl)c1cccc2[nH]cnc12	Cc1cnc(CN(CCCCN2C(=O)c3ccccc3C2=O)Cc2nccc3[nH]cnc23)c(C)c1O=C(Cl)c1cccc2[nH]cnc12	Cc1cnc(CN(CCCCN2C(=O)c3ccccc3C2=O)Cc2nccc3ccccc23)c(C)c1OC(Cl)c1cccc2[nH]cnc12	Cc1cnc(CN(CCCCN2C(=O)c3ccccc3C2=O)Cc2nccc3ccccc32)c(C)c1O=C(Cl)c1cccc2[nH]cnc12	Cc1cnc(CN(CCCCN2C(=O)c3ccccc3C2=O)Cc2nccc3ccccc23)c(C)c1O=C(Cl)c1c2nc[nH]c2ccc1	Cc1cnc(CN(CCCCN2C(=O)c3ccccc3C2=O)Cc2nccc3ccccc23)c(C)c1O=C(Cl)c1c2c([nH]cn2)ccc1	Cc1cnc(CN(CCCCN2C(=O)c3ccccc3C2=O)Cc2nccc3ccccc23)c(C)c1O=C(Cl)c1c2c(ccc1)[nH]cn2	Cc1cnc(CN(CCCCN2C(=O)c3ccccc3C2=O)Cc2nccc3ccccc23)c(C)c1O=C(Cl)c1cccc2[nH]cnc21	-0.740529	-5.117289	-5.166766	-5.3997116	-5.854715	-7.492122	-8.577789	-9.307013	-9.354629	-9.857407
CC(C)(C)OC(=O)N1CCC(CO)(CCO[Si](C)(C)C(C)(C)C)CC1	CC(C)(C)OC(=O)N1CCC(CCO[Si](C)(C)C(C)(C)C)(C(=O)O)CC1.COC(=O)C1(C)CCNCC1	CC(C)(C)OC(=O)N1CCC(CCO[Si](C)(C)C(C)(C)C)(C(=O)OC)CC1.CI	CC(C)(C)OC(=O)N1CCC(CCO[Si](C)(C)C(C)(C)C)(C(=O)OC)CC1	CC(C)(C)OC(=O)N1CCC(CCO[Si](C)(C)C(C)(C)C)(C(=O)O)CC1.COC(=O)C1(CI)CCN(C(=O)OC(C)(C)C)CC1	CC(C)(C)OC(=O)N1CCC(CCO[Si](C)(C)C(C)(C)C)(C(=O)O)CC1.COC(=O)C1(CCO)CCN(C(=O)OC(C)(C)C)CC1	CC(C)(C)OC(=O)N1CCC(CCO[Si](C)(C)C(C)(C)C)(C(=O)O)CC1.COC(=O)C1(CCO[Si](C)(C)C(C)(C)C)CCNCC1	CC(C)(C)OC(=O)N1CCC(CCO[Si](C)(C)C(C)(C)C)(C(=O)OC)CC1.COC(=O)C1(C)CCNCC1	CC(C)(C)OC(=O)N1CCC(CCO[Si](C)(C)C(C)(C)C)(C(=O)O)CC1.COC(=O)C1(I)CCN(C(=O)OC(C)(C)C)CC1	CC(C)(C)OC(=O)N1CCC(CCO[Si](C)(C)C(C)(C)C)(C(=O)O)CC1.COC(=O)C1(C(=O)OC)CCNCC1	CC(C)(C)[Si](C)(C)OCCC1(C(=O)OC)CCN(C(=O)OC(C)(C)C)CC1.CI	-1.8117502	-2.0890214	-2.6219006	-2.8682175	-3.4500294	-4.7739506	-4.91994	-5.1118803	-5.1708302	-5.1902814
C=CC[C@@H](NC(=O)N1C(=O)C(CC)(CC)[C@@H]1Oc1ccc(C(=O)CCC#N)cc1)c1ccc(C)cc1	C=CC[C@@H](N)c1ccc(C)cc1CCC1(CC)C(=O)NC1Oc1ccc(C(=O)CCC#N)cc1.O=CO	C=CC[C@@H](N)c1ccc(C)cc1CCC1(CC)C(=O)NC1Oc1ccc(C(=O)CCC#N)cc1.[N-]=C=O	C=CC[C@@H](N)c1ccc(C)cc1CCC1(CC)C(=O)NC1Oc1ccc(C(=O)CCC#N)cc1.O=C=O	C=CC[C@@H](N)c1ccc(C)cc1CCC1(CC)C(=O)NC1Oc1ccc(C(=O)CCC#N)cc1.[N-]=[N+]=C	C=CC[C@@H](N)c1ccc(C)cc1CCC1(CC)C(=O)NC1Oc1ccc(C(=O)CCC#N)cc1.[N-]=[N+]=O	C=CC[C@@H](N)c1ccc(C)cc1CCC1(CC)C(=O)NC1Oc1ccc(C(=O)CCC#N)cc1.[N-]=[N+]=[N-]	C=CC[C@@H](N)c1ccc(C)cc1CCC1(CC)C(=O)NC1Oc1ccc(C(=O)CCC#N)cc1.C(=O)=O	C=CC[C@@H](N)c1ccc(C)cc1CCC1(CC)C(=O)NC1Oc1ccc(C(=O)CCC#N)cc1.[N-]=[N+]=CC=O	C=CC[C@@H](N)c1ccc(C)cc1CCC1(CC)C(Oc2ccc(C(=O)CCC#N)cc2)NC1=O.O=CO	C=CC[C@@H](N)c1ccc(C)cc1CCC1(CC)C(=O)NC1Oc1ccc(C(=O)CCC#N)cc1.C(C=O)=O	-1.515286	-2.1451716	-2.9177847	-3.3975956	-3.5799856	-3.6830978	-3.8427963	-5.115151	-5.8090405	-5.9559174
CCc1cc2c(NCCc3ccc4c(c3)OCO4)nc(-c3ccccn3)nc2s1	CCc1cc2c(Cl)nc(-c3ccccn3)nc2s1.NCCc1ccc2c(c1)OCO2	c1(Cl)nc(-c2ncccc2)nc2sc(CC)cc12.c12cc(CCN)ccc1OCO2	c1(Cl)nc(-c2ncccc2)nc2sc(CC)cc12.c12c(cc(CCN)cc1)OCO2	c1(Cl)nc(-c2ncccc2)nc2sc(CC)cc12.c1c(CCN)ccc2c1OCO2	c1(Cl)nc(-c2ncccc2)nc2sc(CC)cc12.c12c(ccc(CCN)c1)OCO2	c1(Cl)nc(-c2ncccc2)nc2sc(CC)cc12.c12ccc(CCN)cc1OCO2	c1(Cl)nc(-c2ncccc2)nc2sc(CC)cc12.c1c2c(cc(CCN)c1)OCO2	c1(Cl)nc(-c2ncccc2)nc2sc(CC)cc12.c1c(CCN)cc2c(c1)OCO2	c1(Cl)nc(-c2ncccc2)nc2sc(CC)cc12.c1c2c(ccc1CCN)OCO2	c1c(CC)sc2nc(-c3ncccc3)nc(Cl)c12.c12cc(CCN)ccc1OCO2	-0.68451077	-8.4833145	-8.50138	-8.548772	-8.562015	-8.579219	-8.583769	-8.599645	-8.629454	-8.72363
CC(=O)O	C[C@@]12CC[C@H]3C[C@H]4C[C@H](O)CC[C@@H]4C[C@@H]3[C@H]1CC(=O)[C@H]2O	C[C@@]12CC[C@H]3C[C@H]4C[C@H](O)CC[C@@H]4C[C@@H]3[C@H]1CC(=O)[C@H]2OC(=O)C	C[C@]12CC[C@H]3C[C@H]4C[C@H](O)CC[C@@H]4C[C@@H]3[C@H]1CC(=O)[C@H]2O	C[C@@]12CC[C@H]3C[C@H]4C[C@H](OC(=O)CCl)CC[C@@H]4C[C@@H]3[C@H]1CC(=O)[C@H]2O	C[C@]12CC[C@H]3C[C@H]4C[C@H](O)CC[C@@H]4C[C@@H]3[C@H]1CC(=O)[C@H]2OC(=O)C	C[C@@]12CC[C@H]3C[C@H]4C[C@H](O)CC[C@@H]4C[C@@H]3[C@H]1CC(=O)[C@H]2OC(C)=O	C[C@@]12CC[C@H]3C[C@H]4C[C@H](O)CC[C@@H]4C[C@@H]3[C@H]1CC(=O)[C@H]2OO	C[C@@]12CC[C@H]3C[C@H]4C[C@H](O)CC[C@@H]4C[C@@H]3[C@H]1CC(=O)[C@H]2OC(=O)CBr	C[C@]12[C@H](O)C(=O)C[C@@H]1[C@H]1C[C@H]3C[C@H](OC(C)=O)CC[C@@H]3C[C@@H]1CC2	C1(=O)[C@@H](O)[C@]2(C)CC[C@H]3C[C@H]4C[C@H](O)CC[C@@H]4C[C@@H]3[C@H]2C1	-1.6612146	-2.8946624	-3.076955	-4.288804	-4.354262	-5.040005	-5.6378508	-6.0034995	-6.114045	-6.137991
Nc1ncc(Br)cc1C(=O)c1ccccc1	CNOC.O=C(O)c1cc(Br)cnc1N[SH](c1ccccc1)c1ccccc1	CNOC.O=C(O)c1cc(Br)cnc1N[SiH](c1ccccc1)c1ccccc1	c1c(Br)cc(C(O)=O)c(N/N=C/c2ccccc2)n1.CONC	c1c(Br)cc(C(O)=O)c(N/N=C/c2ccccc2)n1.CNOC	c1(Br)cc(C(O)=O)c(N/N=C/c2ccccc2)nc1.CNOC	c1(Br)cc(C(O)=O)c(N/N=C/c2ccccc2)nc1.CONC	c1c(Br)cc(C(=O)O)c(N/N=C/c2ccccc2)n1.CNOC	c1c(Br)cc(C(O)=O)c(N/N=C/c2ccccc2)n1.O(NC)C	c1(Br)cc(C(O)=O)c(N/N=C/c2ccccc2)nc1.O(NC)C	c1c(Br)cc(C(O)=O)c(N/N=C/c2ccccc2)n1.O(C)NC	-0.8054236	-3.8325057	-6.325767	-6.331225	-6.3346786	-6.3442373	-6.3687625	-6.890498	-6.8984895	-6.9268274
COC(=O)c1cccc(CN2CCC(Nc3ncnc4sc(Cl)cc34)CC2)c1	COC(=O)c1cccc(CBr)c1-c1cc2c(NC3CCN(C(=O)OC(C)(C)C)CC3)ncnc2s1	COC(=O)c1cccc(CBr)c1Cl.CC(C)(C)OC(=O)N1CCC(Nc2ncnc3sc(I)cc23)CC1	COC(=O)c1cccc(CBr)c1Cl.c1(NC2CCN(C(OC(C)(C)C)=O)CC2)ncnc2sc(I)cc12	COC(=O)c1cccc(CBr)c1Cl.c1(NC2CCN(C(=O)OC(C)(C)C)CC2)ncnc2sc(I)cc12	COC(=O)c1cccc(CBr)c1Cl.c1(NC2CCN(C(OC(C)(C)C)=O)CC2)c2cc(I)sc2ncn1	COC(=O)c1cccc(CBr)c1Cl.c1(NC2CCN(C(=O)OC(C)(C)C)CC2)c2cc(I)sc2ncn1	COC(=O)c1cccc(CBr)c1Cl.C1CN(C(OC(C)(C)C)=O)CCC1Nc1ncnc2sc(I)cc21	COC(=O)c1cccc(CBr)c1Cl.C1CN(C(=O)OC(C)(C)C)CCC1Nc1ncnc2sc(I)cc21	COC(=O)c1cccc(CBr)c1Cl.C1CN(C(OC(C)(C)C)=O)CCC1Nc1ncnc2sc(I)cc12	COC(=O)c1cccc(CBr)c1Cl.c1(NC2CCN(C(OC(C)(C)C)=O)CC2)ncnc2c1cc(I)s2	-1.2274096	-5.3317046	-5.4313097	-5.473723	-5.895839	-5.956276	-6.2430696	-6.3206806	-6.3908596	-6.4181476
OCc1cccc(Oc2nn(Cc3ccccc3)c3ccccc23)n1	COC(=O)c1cccc(Cl)n1.Oc1nn(Cc2ccccc2)c2ccccc12	n1(Cc2ccccc2)nc(O)c2ccccc12.c1ccc(C(=O)OC)nc1Cl	n1(Cc2ccccc2)nc(O)c2ccccc12.c1ccc(C(OC)=O)nc1Cl	n1(Cc2ccccc2)nc(O)c2ccccc12.c1ccc(Cl)nc1C(OC)=O	n1(Cc2ccccc2)nc(O)c2ccccc12.c1ccc(Cl)nc1C(=O)OC	c1cccc2c(O)nn(Cc3ccccc3)c12.c1ccc(C(=O)OC)nc1Cl	c1cccc2c(O)nn(Cc3ccccc3)c12.c1ccc(C(OC)=O)nc1Cl	n1(Cc2ccccc2)nc(O)c2ccccc12.c1(C(=O)OC)nc(Cl)ccc1	n1(Cc2ccccc2)nc(O)c2ccccc12.c1(C(OC)=O)nc(Cl)ccc1	n1(Cc2ccccc2)nc(O)c2ccccc12.c1(C(=O)OC)cccc(Cl)n1	-0.68335533	-8.434119	-8.457899	-8.565557	-8.575254	-8.581633	-8.604347	-8.633353	-8.665473	-8.707291
COc1cc(Cl)ccc1-c1nsc(COc2ccc(F)c(C(N)=O)c2F)n1	COc1cc(Cl)ccc1-c1nsc(C)n1NC(=O)c1c(F)ccc(O)c1F.O=C1CCC(=O)N1Br	COc1cc(Cl)ccc1-c1nsc(CBr)n1NC(=O)c1c(F)ccc(OCc2ccccc2)c1F	COc1cc(Cl)ccc1-c1nsc(C)n1NC(=O)c1c(F)ccc(OCc2ccccc2)c1F	COc1cc(Cl)ccc1-c1nsc(CBr)n1NC(=O)c1c(F)ccc(O)c1F	c1(F)c(OCc2ccccc2)ccc(F)c1C(Nn1c(C)snc1-c1ccc(Cl)cc1OC)=O	c1(F)c(OCc2ccccc2)ccc(F)c1C(=O)Nn1c(C)snc1-c1ccc(Cl)cc1OC	c1(OC)cc(Cl)ccc1-c1n(NC(=O)c2c(F)ccc(O)c2F)c(C)sn1.C1CC(=O)N(Br)C1=O	c1(OC)cc(Cl)ccc1-c1n(NC(=O)c2c(F)ccc(O)c2F)c(C)sn1.C1C(=O)N(Br)C(=O)C1	c1(OC)cc(Cl)ccc1-c1n(NC(=O)c2c(F)ccc(O)c2F)c(C)sn1.O=C1N(Br)C(=O)CC1	c1(OC)cc(Cl)ccc1-c1n(NC(=O)c2c(F)ccc(O)c2F)c(C)sn1.C1(=O)CCC(=O)N1Br	-0.70168287	-4.164439	-5.419451	-5.876768	-7.300474	-7.3374686	-8.731176	-8.766424	-8.776411	-8.815159
Nc1nc2cc(-c3cccnc3)cc(-c3cccnc3)n2n1	Nc1nc2cc(-c3cccnc3)cc(Cl)n2n1Br.OB(O)c1cccnc1	Nc1nc2cc(-c3cccnc3)cc(Cl)n2n1.OB(O)c1cccnc1	Nc1nc2cc(-c3cccnc3)cc(Cl)n2n1O.OB(O)c1cccnc1	Nc1nc2cc(-c3cccnc3)cc(Cl)n2n1C.OB(O)c1cccnc1	Nc1nc2cc(-c3cccnc3)cc(Cl)n2n1B(O)c1cccnc1.OB(O)c1cccnc1	Nc1nc2cc(-c3cccnc3)cc(Cl)n2n1OB(O)c1cccnc1.OB(O)c1cccnc1	Nc1nc2cc(-c3cccnc3)cc(Cl)n2n1Br.c1(B(O)O)cnccc1	Nc1nc2cc(-c3cccnc3)cc(Cl)n2n1Br.c1c(B(O)O)cncc1	Nc1nc2cc(-c3cccnc3)cc(Cl)n2n1Br.c1c(B(O)O)cccn1	Nc1nc2cc(-c3cccnc3)cc(Cl)n2n1Br.c1(B(O)O)cccnc1	-0.74321485	-4.1615148	-6.5422277	-7.948026	-7.98391	-8.089292	-8.790158	-8.791772	-8.84462	-8.851684
[N-]=[N+]=NC[C@H]1CN(c2ccc(I)cc2)C(=O)O1	CS(=O)(=O)Cl.[N-]=[N+]=NC[C@H]1CN(c2ccc(I)cc2)C(=O)O1	CS(=O)(=O)Cl.[N-]=[N+]=N1C[C@H](CO)OC1=O	CS(=O)(=O)Cl.O=C1O[C@@H](CO)CN1c1ccc(I)cc1	N1(c2ccc(I)cc2)C[C@H](CO)OC1=O.O=S(C)(=O)Cl	N1(c2ccc(I)cc2)C[C@H](CO)OC1=O.O=S(=O)(C)Cl	N1(c2ccc(I)cc2)C[C@H](CO)OC1=O.O=S(Cl)(C)=O	N1(c2ccc(I)cc2)C[C@H](CO)OC1=O.O=S(=O)(Cl)C	N1(c2ccc(I)cc2)C[C@H](CO)OC1=O.O=S(Cl)(=O)C	N1(c2ccc(I)cc2)C(=O)O[C@@H](CO)C1.O=S(C)(=O)Cl	N1(c2ccc(I)cc2)C(=O)O[C@@H](CO)C1.O=S(=O)(C)Cl	-0.8287584	-2.9038534	-4.013142	-7.0800304	-7.083076	-7.112149	-7.1230307	-7.1261845	-7.2159224	-7.235948
CCC(CC)(c1ccc(C#CCCCC(=O)O)c(C)c1)c1ccc(C#CC(O)(C(F)(F)F)C(F)(F)F)c(C)c1	C#CCCCC(=O)OC.CCC(CC)(c1ccc(Br)c(C)c1)c1ccc(C#CC(O)(C(F)(F)F)C(F)(F)F)c(C)c1	C#CCCCC(=O)OC.CCC(CC)(c1ccc(C#CC(O)(C(F)(F)F)C(F)(F)F)c(C)c1)c1ccc(Br)c(C)c1	C#CCCCC(=O)OC.CCC(CC)(c1ccc(OS(=O)(=O)C(F)(F)F)c(C)c1)c1ccc(C#CC(O)(C(F)(F)F)C(F)(F)F)c(C)c1	C#CCCCC(=O)OC.CCC(CC)(c1ccc(C#CC(O)(C(F)(F)F)C(F)(F)F)c(C)c1)c1ccc(C#CCCCC(=O)OC)c(C)c1	FC(F)(F)C(C(F)(F)F)(O)C#Cc1c(C)cc(C(CC)(CC)c2cc(C)c(Br)cc2)cc1.C(CCCC(OC)=O)#C	FC(F)(F)C(C(F)(F)F)(O)C#Cc1c(C)cc(C(CC)(CC)c2cc(C)c(Br)cc2)cc1.C(CCCC(=O)OC)#C	FC(F)(F)C(C(F)(F)F)(C#Cc1c(C)cc(C(CC)(CC)c2cc(C)c(Br)cc2)cc1)O.C(CCCC(OC)=O)#C	FC(F)(F)C(C(F)(F)F)(C#Cc1c(C)cc(C(CC)(CC)c2cc(C)c(Br)cc2)cc1)O.C(CCCC(=O)OC)#C	FC(F)(F)C(C(F)(F)F)(O)C#Cc1c(C)cc(C(CC)(c2cc(C)c(Br)cc2)CC)cc1.C(CCCC(OC)=O)#C	FC(F)(F)C(C(F)(F)F)(O)C#Cc1c(C)cc(C(CC)(c2cc(C)c(Br)cc2)CC)cc1.C(CCCC(=O)OC)#C	-0.8026045	-3.164245	-4.95467	-9.443064	-10.981612	-11.002575	-11.00489	-11.020681	-11.046823	-11.063282
CC[C@@H](C(N)=O)N1CC(COc2ccccc2)CC1=O	CC[C@@H](C(N)=O)N1CC(C(=O)OC)CC1=O	CC[C@@H](C(N)=O)N1CC(C(OC)=O)CC1=O	COC(C1CC(=O)N(C(CC)C(N)=O)C1)=O	COC(C1CC(=O)N(C(CC)C(=O)N)C1)=O	COC(=O)C1CC(=O)N(C(CC)C(N)=O)C1	COC(=O)C1CC(=O)N(C(CC)C(=O)N)C1	c1ccc(Oc2ccccc2)c(N2C(=O)CC(C(=O)OC)C2)CC)c1	c1ccc(Oc2ccccc2)c(N2C(=O)CC(C(OC)=O)C2)CC)c1	c1ccc(Oc2ccccc2)c(N2C(=O)CC(C(OC)=O)C2)CC.NC(=O)[C@H](CC)N	c1ccc(Oc2ccccc2)c(N2C(=O)CC(C(OC)=O)C2)CC.NC(=O)[C@@H](N)CC	-0.77124935	-5.338002	-6.1315207	-6.154145	-6.199847	-6.226565	-7.3628435	-7.3788176	-8.548956	-8.684715
O=C(O)c1nc(Cl)sc1-c1ccccc1	CCOC(=O)C(=O)C(Cl)c1ccccc1.NC(Cl)=S	CCOC(=O)C(=O)C(Cl)c1ccccc1.NC(=S)Cl	CCOC(=O)C(=O)C(Cl)c1ccccc1.NC(=S)N	CCOC(=O)c1nc(Cl)sc1Cl.OB(O)c1ccccc1	CCOC(=O)C(=O)C(Cl)c1ccccc1.Clc1nc(C(=O)OCC)c(-c2ccccc2)s1	Clc1sc(-c2ccccc2)c(C(=O)OCC)n1.ClC(Cl)=S	c1(Cl)sc(-c2ccccc2)c(C(=O)OCC)n1.C(Cl)(Cl)=S	c1(Cl)sc(-c2ccccc2)c(C(=O)OCC)n1.ClC(Cl)=S	c1ccccc1C(c1c(C(OCC)=O)nc(Cl)s1)Cl.C(Cl)(Cl)=S	c1ccccc1C(c1c(C(OCC)=O)nc(Cl)s1)Cl.C(=O)(OCC)C(=O)C(Cl)Cl	-1.3580382	-1.4918439	-3.3439846	-4.6015596	-5.185877	-6.35595	-6.433143	-6.534519	-7.7314825	-9.621524
CC(=O)OCc1c(-c2cc(Nc3ccncn3)c(=O)n(C)c2)cc(F)cc1N1CCn2c(cc3c2C2CCC3C2)C1=O	CC(=O)OCc1c(Br)cc(F)cc1N1CCn2c(cc3c2C2CCC3C2)C1=O.CC1(C)OB(c2cc(Nc3ccncn3)c(=O)n(CCCl)c2)OC1(C)C	CC(=O)OCc1c(Br)cc(F)cc1N1CCn2c(cc3c2C2CCC3C2)C1=O.CC1(C)OB(c2cc(Nc3ccncn3)c(=O)n(CC(C)=O)c2)OC1(C)C	CC(=O)OCc1c(Br)cc(F)cc1N1CCn2c(cc3c2C2CCC3C2)C1=O.CC1(C)OB(c2cc(Nc3ccncn3)c(=O)n(CC(CCl)=O)c2)OC1(C)C	CC(=O)OCc1c(Br)cc(F)cc1N1CCn2c(cc3c2C2CCC3C2)C1=O.CC1(C)OB(c2cc(Nc3ccncn3)c(=O)n(CC3C(=O)N(C)CC(C)(C)O3)c2)OC1(C)C	CC(=O)OCc1c(Br)cc(F)cc1N1CCn2c(cc3c2C2CCC3C2)C1=O.CC1(C)OB(c2cc(Nc3ccncn3)c(=O)n(CC3CCS(=O)(=O)C3)c2)OC1(C)C	CC(=O)OCc1c(Br)cc(F)cc1N1CCn2c(cc3c2C2CCC3C2)C1=O.CC1(C)OB(c2cc(Nc3ccncn3)c(=O)n(CC3C(=O)NCCn4c3cc3c4C4CC3)c2)OC1(C)C	CC(=O)OCc1c(Br)cc(F)cc1N1CCn2c(cc3c2C2CCC3C2)C1=O.CC1(C)OB(c2cc(Nc3ccncn3)c(=O)n(CC)c2)OC1(C)C	CC(=O)OCc1c(Br)cc(F)cc1N1CCn2c(cc3c2C2CCC3C2)C1=O.CC1(C)OB(c2cc(Nc3ccncn3)c(=O)n(CC3C(=O)N(C)CC3)c2)OC1(C)C	CC(=O)OCc1c(Br)cc(F)cc1N1CCn2c(cc3c2C2CCC3C2)C1=O.CC1(C)OB(c2cc(Nc3ccncn3)c(=O)n(CC3Cc4cc(F)cc(Br)c4C3=O)c2)OC1(C)C	CC(=O)OCc1c(Br)cc(F)cc1N1CCn2c(cc3c2C2CCC3C2)C1=O.CC1(C)OB(c2cc(Nc3ccncn3)c(=O)n(CC3C(=O)NCCn3c(=O)c2Br)OC1(C)C	-0.90297246	-3.355231	-4.747608	-5.2257395	-5.4460993	-5.6639905	-5.9287724	-5.9577065	-6.1018143	-6.726313
Cc1nc(-c2ccc(Cl)cc2)sc1COC1CCCN(C(=O)OC(C)(C)C)C1	CC(C)(C)OC(=O)N1CCCC(O)C1(Cc1nc(-c2ccc(Cl)cc2)sc1CCl)C(=O)OC(C)(C)C	CC(C)(C)OC(=O)N1CCCC(O)C1Cc1nc(-c2ccc(Cl)cc2)sc1CCl	CC(C)(C)OC(=O)N1CCCC(O)C1(Cc1nc(-c2ccc(Cl)cc2)sc1CCl)C(=O)O	CC(C)(C)OC(=O)N1CCCC(O[Si](C)(C)C(C)(C)C)C1(Cc1nc(-c2ccc(Cl)cc2)sc1CCl)Cc1nc(-c2ccc(Cl)cc2)sc1CCl	CC(C)(C)OC(=O)N1CCCC(O)C1(Cc1nc(-c2ccc(Cl)cc2)sc1CCl)Cl	CC(C)(C)OC(=O)N1CCCC(O[Si](C)(C)C(C)(C)C)C1Cc1nc(-c2ccc(Cl)cc2)sc1CCl	CC(C)(C)OC(=O)N1CCCC(O[Si](C)(C)C(C)(C)C)C1(Cc1nc(-c2ccc(Cl)cc2)sc1CCl)CCl	CC(C)(C)OC(=O)N1CCCC(O)C1Cc1nc(-c2ccc(Cl)cc2)sc1CCl.CC(C)(C)OC(=O)N1CCCC(O)C1	C1CC(O)C(Cc2nc(-c3ccc(Cl)cc3)sc2CCl)N(C(=O)OC(C)(C)C)C1.C(Cl)(Cl)(Cl)Cl	C1CC(O)C(Cc2nc(-c3ccc(Cl)cc3)sc2CCl)N(C(=O)OC(C)(C)C)C1.C(Cl)c1nc(-c2ccc(Cl)cc2)sc1CCl	-1.3878025	-1.8177724	-2.3828614	-5.4557657	-6.399237	-6.6605225	-7.0761495	-7.200588	-8.778668	-9.600671
